,
9.9653,9.9723
9.9976,9.9931
10.0001,9.9979
9.9998,10.0006
10.0175,9.9997
9.9824,10.0001
10.0001,9.9998
9.9997,10.0125
10.0001,9.9911
10.0002,9.9972
10.0003,10.0002
9.9999,9.9994
10.0003,9.9996
9.9993,10.0004
10.0006,9.9996
10.0194,10.0018
9.9809,9.9985
9.9997,10.0009
10.0004,10.0094
9.9994,9.9906
10.0005,9.9994
10.0002,9.9994
10.0024,10.0005
9.9895,9.9995
9.9979,10.0005
10.0008,9.9994
10.0223,10.0008
9.9744,9.9992
9.9993,10.0006
9.9986,10.0053
9.9993,9.9953
9.9996,9.9997
9.9997,9.9991
9.9998,10.0011
9.9994,9.9991
10.0011,10.0007
10.0008,9.9993
10.0187,10.0009
9.9811,9.9991
10.0006,10.001
9.9993,10.0089
10.0013,9.9941
9.9998,9.9971
9.999,9.9991
9.9993,10.0003
10.0011,10
9.9994,10.0001
10.0036,9.9996
10.0088,10.0006
9.9866,9.9996
10.0034,10.0003
9.9984,10.0083
10.0004,9.9924
9.9999,9.9993
9.9998,9.9994
10.0001,10.0004
10.0001,9.9998
10.0014,10.0004
9.9993,9.9994
10.0117,10.0006
9.9868,9.9997
10.0015,10.0004
10.0008,10.0071
9.9996,9.9939
9.9996,9.999
10.0003,10.0004
9.9996,9.9998
9.9999,9.9993
10.0015,10.0006
9.9986,9.999
10.01,10.001
9.9884,9.9992
10.0029,10.0011
9.9988,10.0089
9.9997,9.9916
9.9997,9.9988
10.0005,10.0002
10.0002,9.9998
9.9995,10.0001
9.9999,9.9998
10.0004,10
10.0086,10.0002
9.9912,10
10.0004,9.9997
9.9996,10.0075
10,9.9944
10.0006,9.9987
10.0005,9.9992
9.999,10.0009
10.0004,9.9993
10.0002,10.002
9.9994,9.9984
10.0095,10.0002
9.991,9.9996
10.0001,10.0003
9.9995,10.0102
10.0006,9.9918
10.0004,9.9986
9.9995,10.0001
10.0077,10.0073
9.9916,9.9924
9.9999,10
9.9999,9.9993
10.0086,10.0005
9.9914,9.9994
10.0004,10.0003
9.9998,10.0069
10.0005,9.9946
10,9.9985
9.9998,9.9999
9.9998,10.0004
10.0004,9.9995
9.9996,10.0004
10.0001,9.9996
10.0093,10.0008
9.9909,10.0003
10.0003,9.9996
9.9995,10.0068
10.0011,9.9944
9.9992,9.9983
9.9998,10.0005
10.0001,9.9998
10.0011,9.9999
9.9988,10.0001
9.9999,9.9999
10.0083,9.9998
9.9919,10.0003
9.9999,10.0101
9.9993,10.0003
10.0011,9.9997
10.0001,9.9924
9.9999,10.0048
9.9995,9.9926
10.0004,9.9999
9.9998,10.0003
9.9994,9.9999
10.0089,9.9999
9.9924,10.0002
9.9991,10
10,10.0089
10.0003,10.0194
9.9994,9.9716
10.0002,10.0001
10.0002,10
9.9999,9.9998
10.0006,10.0002
9.9999,9.9999
10.0079,10.0001
9.9921,10.0002
9.9996,9.9999
10.0008,10.0084
9.9998,9.9916
10,9.9999
9.9996,9.9999
10.0001,10
10.0001,9.9999
10.0004,10.0001
10.0004,10.0002
10.0072,9.9997
9.9918,10.0002
9.9995,10.0281
10.0004,9.9778
10.0002,9.9938
9.9993,10.0008
10.001,9.9992
9.9997,10.0019
9.9995,9.9983
9.9999,10.0005
10.0004,9.9996
10.0083,10.0002
9.9927,9.9998
9.9993,10.0006
10.0008,10.0069
9.9988,9.9924
10.0001,10.0004
10.0006,9.9994
9.9999,10.0006
9.9999,9.9994
10.0003,10.0006
9.9996,9.9994
10.0098,10.0004
9.9899,9.9996
10.0003,10.0006
10.0007,10.0065
